district,year,season,ndvi
Tiruvannamalai,2011,Zaid,0.4994
Tiruvannamalai,2012,Kharif,0.584
Tiruvannamalai,2012,Rabi,0.433
Tiruvannamalai,2012,Zaid,0.4963
Tiruvannamalai,2013,Kharif,0.5032
Tiruvannamalai,2013,Rabi,0.4836
Tiruvannamalai,2013,Zaid,0.4434
Tiruvannamalai,2014,Kharif,0.6229
Tiruvannamalai,2014,Rabi,0.4714
Tiruvannamalai,2014,Zaid,0.4932
Tiruvannamalai,2015,Kharif,0.5218
Tiruvannamalai,2015,Rabi,0.4181
Tiruvannamalai,2015,Zaid,0.4644
Tiruvannamalai,2016,Kharif,0.488
Tiruvannamalai,2016,Rabi,0.407
Tiruvannamalai,2016,Zaid,0.4546
Tiruvannamalai,2017,Kharif,0.5004
Tiruvannamalai,2017,Rabi,0.4818
Tiruvannamalai,2017,Zaid,0.458
Tiruvannamalai,2018,Kharif,0.4626
Tiruvannamalai,2018,Rabi,0.4952
Tiruvannamalai,2018,Zaid,0.4125
Tiruvannamalai,2019,Kharif,0.5265
Tiruvannamalai,2019,Rabi,0.4099
Tiruvannamalai,2019,Zaid,0.4205
Tiruvannamalai,2020,Kharif,0.5534
Tiruvannamalai,2020,Rabi,0.4334
Tiruvannamalai,2020,Zaid,0.4558
Tiruvannamalai,2021,Kharif,0.5274
Tiruvannamalai,2021,Rabi,0.4581
Tiruvannamalai,2021,Zaid,0.3883
Tiruvannamalai,2022,Kharif,0.57
Tiruvannamalai,2022,Rabi,0.551
Tiruvannamalai,2022,Zaid,0.4716
Tiruvannamalai,2023,Kharif,0.4762
Tiruvannamalai,2023,Rabi,0.4601
Tiruvannamalai,2023,Zaid,0.4316
Tiruvarur,2003,Kharif,0.6298
Tiruvarur,2003,Rabi,0.5025
Tiruvarur,2003,Zaid,0.5892
Tiruvarur,2004,Kharif,0.6582
Tiruvarur,2004,Rabi,0.6259
Tiruvarur,2004,Zaid,0.6508
Tiruvarur,2005,Kharif,0.6649
Tiruvarur,2005,Rabi,0.5694
Tiruvarur,2005,Zaid,0.585
Tiruvarur,2006,Kharif,0.6516
Tiruvarur,2006,Rabi,0.6339
Tiruvarur,2006,Zaid,0.5469
Tiruvarur,2007,Kharif,0.7323
Tiruvarur,2007,Rabi,0.5682
Tiruvarur,2007,Zaid,0.5926
Tiruvarur,2008,Kharif,0.7122
Tiruvarur,2008,Rabi,0.5478
Tiruvarur,2008,Zaid,0.6118
Tiruvarur,2009,Kharif,0.6321
Tiruvarur,2009,Rabi,0.6195
Tiruvarur,2009,Zaid,0.5482
Tiruvarur,2010,Kharif,0.6896
Tiruvarur,2010,Rabi,0.6128
Tiruvarur,2010,Zaid,0.5969
Tiruvarur,2011,Kharif,0.6427
Tiruvarur,2011,Rabi,0.6341
Tiruvarur,2011,Zaid,0.6113
Tiruvarur,2012,Kharif,0.6823
Tiruvarur,2012,Rabi,0.6205
Tiruvarur,2012,Zaid,0.5621
Tiruvarur,2013,Kharif,0.6113
Tiruvarur,2013,Rabi,0.6316
Tiruvarur,2013,Zaid,0.5675
Tiruvarur,2014,Kharif,0.621
Tiruvarur,2014,Rabi,0.5405
Tiruvarur,2014,Zaid,0.553
Tiruvarur,2015,Kharif,0.6757
Tiruvarur,2015,Rabi,0.6138
Tiruvarur,2015,Zaid,0.6208
Tiruvarur,2016,Kharif,0.7118
Tiruvarur,2016,Rabi,0.5735
Tiruvarur,2016,Zaid,0.6391
Tiruvarur,2017,Kharif,0.7528
Tiruvarur,2017,Rabi,0.6245
Tiruvarur,2017,Zaid,0.5719
Tiruvarur,2018,Kharif,0.6596
Tiruvarur,2018,Rabi,0.5124
Tiruvarur,2018,Zaid,0.6185
Tiruvarur,2019,Kharif,0.6587
Tiruvarur,2019,Rabi,0.6312
Tiruvarur,2019,Zaid,0.5483
Tiruvarur,2020,Kharif,0.666
Tiruvarur,2020,Rabi,0.6057
Tiruvarur,2020,Zaid,0.5311
Tiruvarur,2021,Kharif,0.6691
Tiruvarur,2021,Rabi,0.5212
Tiruvarur,2021,Zaid,0.5297
Tiruvarur,2022,Kharif,0.634
Tiruvarur,2022,Rabi,0.6116
Tiruvarur,2022,Zaid,0.6057
Tiruvarur,2023,Kharif,0.7142
Tiruvarur,2023,Rabi,0.5798
Tiruvarur,2023,Zaid,0.5803
Vellore,2003,Kharif,0.5147
Vellore,2003,Rabi,0.5092
Vellore,2003,Zaid,0.4471
Vellore,2004,Kharif,0.5329
Vellore,2004,Rabi,0.5196
Vellore,2004,Zaid,0.4467
Vellore,2005,Kharif,0.5297
Vellore,2005,Rabi,0.4604
Vellore,2005,Zaid,0.516
Vellore,2006,Kharif,0.5377
Vellore,2006,Rabi,0.4743
Vellore,2006,Zaid,0.4538
Vellore,2007,Kharif,0.542
Vellore,2007,Rabi,0.508
Vellore,2007,Zaid,0.4359
Vellore,2008,Kharif,0.5321
Vellore,2008,Rabi,0.4942
Vellore,2008,Zaid,0.4709
Vellore,2009,Kharif,0.5435
Vellore,2009,Rabi,0.4057
Vellore,2009,Zaid,0.5159
Vellore,2010,Kharif,0.5503
Vellore,2010,Rabi,0.4011
Vellore,2010,Zaid,0.435
Vellore,2011,Kharif,0.5545
Vellore,2011,Rabi,0.5522
Vellore,2011,Zaid,0.4538
Vellore,2012,Kharif,0.592
Vellore,2012,Rabi,0.4439
Vellore,2012,Zaid,0.4058
Vellore,2013,Kharif,0.4852
Vellore,2013,Rabi,0.562
Vellore,2013,Zaid,0.5053
Vellore,2014,Kharif,0.5574
Vellore,2014,Rabi,0.5317
Vellore,2014,Zaid,0.4417
Vellore,2015,Kharif,0.5657
Vellore,2015,Rabi,0.4636
Vellore,2015,Zaid,0.4411
Vellore,2016,Kharif,0.4488
Vellore,2016,Rabi,0.51
Vellore,2016,Zaid,0.4447
Vellore,2017,Kharif,0.5146
Vellore,2017,Rabi,0.5136
Vellore,2017,Zaid,0.4702
Vellore,2018,Kharif,0.4736
Vellore,2018,Rabi,0.5267
Vellore,2018,Zaid,0.4326
Vellore,2019,Kharif,0.5155
Vellore,2019,Rabi,0.4236
Vellore,2019,Zaid,0.4162
Vellore,2020,Kharif,0.4953
Vellore,2020,Rabi,0.3921
Vellore,2020,Zaid,0.4374
Vellore,2021,Kharif,0.4739
Vellore,2021,Rabi,0.4893
Vellore,2021,Zaid,0.4099
Vellore,2022,Kharif,0.5364
Vellore,2022,Rabi,0.5004
Vellore,2022,Zaid,0.4134
Vellore,2023,Kharif,0.5258
Vellore,2023,Rabi,0.4563
Vellore,2023,Zaid,0.493
Villupuram,2003,Kharif,0.6105
Villupuram,2003,Rabi,0.4745
Villupuram,2003,Zaid,0.4728
Villupuram,2004,Kharif,0.5008
Villupuram,2004,Rabi,0.5105
Villupuram,2004,Zaid,0.4263
Villupuram,2005,Kharif,0.5615
Villupuram,2005,Rabi,0.4311
Villupuram,2005,Zaid,0.4824
Villupuram,2006,Kharif,0.557
Villupuram,2006,Rabi,0.5606
Villupuram,2006,Zaid,0.4555
Villupuram,2007,Kharif,0.568
Villupuram,2007,Rabi,0.5211
Villupuram,2007,Zaid,0.4652
Villupuram,2008,Kharif,0.6131
Villupuram,2008,Rabi,0.4443
Villupuram,2008,Zaid,0.448
Villupuram,2009,Kharif,0.5518
Villupuram,2009,Rabi,0.5665
Villupuram,2009,Zaid,0.4899
Villupuram,2010,Kharif,0.5552
Villupuram,2010,Rabi,0.4247
Villupuram,2010,Zaid,0.4541
Villupuram,2011,Kharif,0.5346
Villupuram,2011,Rabi,0.4544
Villupuram,2011,Zaid,0.4716
Villupuram,2012,Kharif,0.5742
Villupuram,2012,Rabi,0.4871
Villupuram,2012,Zaid,0.4176
Villupuram,2013,Kharif,0.5043
Villupuram,2013,Rabi,0.5304
Villupuram,2013,Zaid,0.4056
Villupuram,2014,Kharif,0.5589
Villupuram,2014,Rabi,0.5586
Villupuram,2014,Zaid,0.5627
Villupuram,2015,Kharif,0.5087
Villupuram,2015,Rabi,0.4728
Villupuram,2015,Zaid,0.3775
Villupuram,2016,Kharif,0.5397
Villupuram,2016,Rabi,0.4895
Villupuram,2016,Zaid,0.3957
Villupuram,2017,Kharif,0.5706
Villupuram,2017,Rabi,0.4508
Villupuram,2017,Zaid,0.5
Villupuram,2018,Kharif,0.5607
Villupuram,2018,Rabi,0.5016
Villupuram,2018,Zaid,0.4853
Villupuram,2019,Kharif,0.5605
Villupuram,2019,Rabi,0.4854
Villupuram,2019,Zaid,0.476
Villupuram,2020,Kharif,0.5082
Villupuram,2020,Rabi,0.4438
Villupuram,2020,Zaid,0.4561
Villupuram,2021,Kharif,0.5524
Villupuram,2021,Rabi,0.4978
Villupuram,2021,Zaid,0.4209
Villupuram,2022,Kharif,0.6152
Villupuram,2022,Rabi,0.5098
Villupuram,2022,Zaid,0.3805
Villupuram,2023,Kharif,0.4673
Villupuram,2023,Rabi,0.4949
Villupuram,2023,Zaid,0.5087
Virudhunagar,2003,Kharif,0.4559
Virudhunagar,2003,Rabi,0.3366
Virudhunagar,2003,Zaid,0.3471
Virudhunagar,2004,Kharif,0.4779
Virudhunagar,2004,Rabi,0.3877
Virudhunagar,2004,Zaid,0.3003
Virudhunagar,2005,Kharif,0.4231
Virudhunagar,2005,Rabi,0.4048
Virudhunagar,2005,Zaid,0.3309
Virudhunagar,2006,Kharif,0.4245
Virudhunagar,2006,Rabi,0.3189
Virudhunagar,2006,Zaid,0.3158
Virudhunagar,2007,Kharif,0.3885
Virudhunagar,2007,Rabi,0.4285
Virudhunagar,2007,Zaid,0.3457
Virudhunagar,2008,Kharif,0.3532
Virudhunagar,2008,Rabi,0.3868
Virudhunagar,2008,Zaid,0.3047
Virudhunagar,2009,Kharif,0.3728
Virudhunagar,2009,Rabi,0.3701
Virudhunagar,2009,Zaid,0.3221
Virudhunagar,2010,Kharif,0.5133
Virudhunagar,2010,Rabi,0.3813
Virudhunagar,2010,Zaid,0.3852
Virudhunagar,2011,Kharif,0.3967
Virudhunagar,2011,Rabi,0.3697
Virudhunagar,2011,Zaid,0.3182
Virudhunagar,2012,Kharif,0.3455
Virudhunagar,2012,Rabi,0.3553
Virudhunagar,2012,Zaid,0.3967
Virudhunagar,2013,Kharif,0.3922
Virudhunagar,2013,Rabi,0.342
Virudhunagar,2013,Zaid,0.3823
Virudhunagar,2014,Kharif,0.3953
Virudhunagar,2014,Rabi,0.4185
Virudhunagar,2014,Zaid,0.3395
Virudhunagar,2015,Kharif,0.3618
Virudhunagar,2015,Rabi,0.3389
Virudhunagar,2015,Zaid,0.3706
Virudhunagar,2016,Kharif,0.4383
Virudhunagar,2016,Rabi,0.3581
Virudhunagar,2016,Zaid,0.3416
Virudhunagar,2017,Kharif,0.4734
Virudhunagar,2017,Rabi,0.3575
Virudhunagar,2017,Zaid,0.3143
Virudhunagar,2018,Kharif,0.4007
Virudhunagar,2018,Rabi,0.4322
Virudhunagar,2018,Zaid,0.3532
Virudhunagar,2019,Kharif,0.3715
Virudhunagar,2019,Rabi,0.3694
Virudhunagar,2019,Zaid,0.3148
Virudhunagar,2020,Kharif,0.3796
Virudhunagar,2020,Rabi,0.3673
Virudhunagar,2020,Zaid,0.3698
Virudhunagar,2021,Kharif,0.3983
Virudhunagar,2021,Rabi,0.3897
Virudhunagar,2021,Zaid,0.3234
Virudhunagar,2022,Kharif,0.3927
Virudhunagar,2022,Rabi,0.3714
Virudhunagar,2022,Zaid,0.2897
Virudhunagar,2023,Kharif,0.372
Virudhunagar,2023,Rabi,0.3343
Virudhunagar,2023,Zaid,0.3088
